Cat Id,Item Code,Item Name,Item Desc,MRP,Unit,sale price,purchase price,Qty,Expiry,Free Item Code,Free Item Name,Free Item Qty,Free Item MRp
1,8906029310217,SHATABDI BESAN 1KG,SHATABDI BESAN 1KG,100,KG,70,66.07,0,0000-00-00,,,,
1,8901725121112,ASHIRVAD ATA 10KG,ASHIRVAD ATA 10KG,340,KG,292,273.59,0,0000-00-00,,,,
1,ATMA-ATA,ATMA ATA 10KG,ATMA ATA 10KG,200,KG,172,170,0,0000-00-00,,,,
1,8911234567875,BESAN SRI RAM,BESAN SRI RAM,80,KG,55,53.3,0,0000-00-00,,,,
1,BESAN-B,BESAN B 1KG,BESAN B 1KG,90,KG,67,62,0,0000-00-00,,,,
1,BESAN-M,BESAN M 1KG,BESAN M 1KG,90,KG,67,63.02,0,0000-00-00,,,,
1,SHATABDI-BESAN500G,SHATABDI BESAN 500G,SHATABDI BESAN 500G,43,GRM,35,33.29,0,0000-00-00,,,,
1,SUJI-OPEN,SUJI OPEN 1KG,SUJI OPEN 1KG,30,KG,24,19.33,0,0000-00-00,,,,
1,CHAKI ATTA,CHEF FRESH ATTA 10KG,CHEF FRESH ATTA 10KG,275,kg,223,205,0,0000-00-00,,,,
1,BESAN-500G,BESAN 500 G,BESAN 500 G,40,GRM,22,22,0,0000-00-00,,,,
1,SR-RAM-BESAN-500G,SRI RAM BESAN 500G,SRI RAM BESAN 500G,52,ML,30,1,0,0000-00-00,,,,
1,KUBBER-1KG,KUBBER 1KG,KUBBER 1KG,80,KG,72,42.69,0,0000-00-00,,,,
1,KUBBER-500G,KUBBER 500G,KUBBER 500G,40,GRM,36,21.35,0,0000-00-00,,,,
1,SUN-FLWR-CLASSIC,SUN FLOWER MATHIC,SUN FLOWER MATHIC,20,ML,12,10,0,0000-00-00,,,,
1,ANAND ATTA,Anand Atta 10kg,Anand Atta 10kg,200,kg,170,168,0,0000-00-00,,,,
1,MAIDA,Maida 1KG,Maida 1KG,30,KG,21.5,19.2,0,0000-00-00,,,,
1,SUJI-250G,Suji 250G,Suji 250G,12,GM,8,5,0,0000-00-00,,,,
1,GANESH-BESAN,Ganesh Bhog Besan 1kg,Ganesh Bhog Besan 1kg,95,KG,79,74,0,0000-00-00,,,,
1,GANESH BESAN,Ganesh Bhog Besan 500gm,Ganesh Bhog Besan 500gm,48,KG,40,37,0,0000-00-00,,,,
1,BLACK-CHANA M,Black Chana MD,Black Chana MD,55,kg,45,37,0,0000-00-00,,,,
1,GANASH B ATTA 10KG,GANESH B ATTA 10KG,GANESH B ATTA 10KG,250,kg,226,210,0,0000-00-00,,,,
1,GANESH BHOG MAKKI AT,Ganesh Bhog Makki Atta 1kg,Ganesh Bhog Makki Atta 1kg,35,kg,26,22,0,0000-00-00,,,,
1,GANESH B MAKI ATA 5KG,Ganesh Bhog Makki Atta 5kg,Ganesh Bhog Makki Atta 5kg,180,kg,115,105,0,0000-00-00,,,,
1,8906007285018,Fortune Bessn 500gm,Fortune Bessn 500gm,33,GRM,25,20,0,0000-00-00,,,,
1,GANESH MAIDA,GANESH BHOG MAIDA 500 GM,GANESH BHOG MAIDA 500 GM,30,KG,17.5,15.55,0,0000-00-00,,,,
1,GANESH SUJJI,GANESH BHOG SUJJI 500 GM,GANESH BHOG SUJJI 500 GM,30,KG,16,14,0,0000-00-00,,,,
1,8901221130021,SOHNA ATTA 10 KG,SOHNA ATTA 10 KG,300,kg,230,225,0,0000-00-00,,,,
1,SD,kjkj,kjkj,30,as,1.05,1,0,0000-00-00,,,,
1,SPECIAL ATTA,SPECIAL ATTA 10KG,SPECIAL ATTA 10KG,230,KG,197,179,0,0000-00-00,,,,
1,TOUR PACKAGE,2 NIGHT 3 DAYS,2 NIGHT 3 DAYS,2500,LTR,1000,1,0,0000-00-00,,,,
1,TOUR PACKAGE..,3 NIGHT 4 DAYS,3 NIGHT 4 DAYS,4500,LTR,2000,1,0,0000-00-00,,,,
1,MAKKI ATTA,MAKKI ATTA 5 KG,MAKKI ATTA 5 KG,150,kg,139,125,0,0000-00-00,,,,
1,CHEF MAKKI ATTA,CHEF M-ATTA 500GM,CHEF M-ATTA 500GM,18,GM,15,13,0,0000-00-00,,,,
1,8901538706498,Rudra Bhog Besan 1 kg,Rudra Bhog Besan 1 kg,90,GRM,71,63.48,0,0000-00-00,,,,
1,RUDRA BHOG BESAN,Rudra Bhog Besan 500 gm,Rudra Bhog Besan 500 gm,50,GRM,36,31.74,0,0000-00-00,,,,
1,8905138706498,Rudra Bhog Besan 1 kg,Rudra Bhog Besan 1 kg,90,GRM,71,63.48,0,0000-00-00,,,,
2,8901725116903,MANGALDEEP PUJA AGRBTI 100PC,MANGALDEEP PUJA AGRBTI 100PC,50,PCS,44,1,0,0000-00-00,,,,
2,8901725116750,MANGAL AGRBTI 100PC,MANGAL AGRBTI 100PC,45,PCS,40,1,0,0000-00-00,,,,
2,AGARBATTI,SADHNA AGARBATTI,SADHNA AGARBATTI,15,PCS,12,7,0,0000-00-00,,,,
2,8901725116552,MANGAL DEEP AGARBATI,MANGAL DEEP AGARBATI,50,GRM,45,45,0,0000-00-00,,,,
2,8901725113667,MANGALDEEP DHOOP 8X6,MANGALDEEP DHOOP 8X6,8,GRM,6,5.4,0,0000-00-00,,,,
2,8902102197928,Maya Agarbatti 1pc,Maya Agarbatti 1pc,10,GRM,8,7.5,0,0000-00-00,,,,
2,8901725112059,MANGAL DEEP,MANGAL DEEP,10,GRM,9,8,0,0000-00-00,,,,
2,8901725113636,MANGAL DHOOP,MANGAL DHOOP,20,GRM,17,15,0,0000-00-00,,,,
2,SD1,tesst item,tesst item,5,,1,1,0,0000-00-00,,,,
2,BVR-SPCL-DHF,BVR SPCL DHOOF,BVR SPCL DHOOF,10,KG,9,7.4,0,0000-00-00,,,,
2,BVR-DLX,Bhavrveer Agarbatti,Bhavrveer Agarbatti,10,PCS,7,6,0,0000-00-00,,,,
2,8901725104207,MANGAL DEEP PUJA AGRB,MANGAL DEEP PUJA AGRB,10,PC,9,8,0,0000-00-00,,,,
2,DEVDARSHAN-DHOOP,DEV-DHOOP,DEV-DHOOP,20,ML,14,12,0,0000-00-00,,,,
2,BABAR VEER,0,0,0.1,15sti,0.1,0.1,0,0000-00-00,,,,
2,ANAR-DANA1KG,ANAR DANA 1KG,ANAR DANA 1KG,600,KG,560,551.46,0,0000-00-00,,,,
2,MANGALDEEP-BOUQUET,MANGALDEEP BOUQUET 1PC,MANGALDEEP BOUQUET 1PC,10,PCS,9,8,0,0000-00-00,,,,
2,8901260130549,ARORA AGARVATI,ARORA AGARVATI,11,,8,1,0,0000-00-00,,,,
2,8901725117009,SADNA AGARVATI,SADNA AGARVATI,10,,8,7.8,0,0000-00-00,,,,
2,AGMAN-AGARBAT,AGMAN AGARBATI,AGMAN AGARBATI,10,GRM,8,7.6,0,0000-00-00,,,,
2,8901725113513,MANGADEEPSANDAL,MANGADEEPSANDAL,15,GRM,13,1,0,0000-00-00,,,,
2,8901161104717,LALKILA-MGR-RICE,LALKILA-MGR-RICE,45,KG,39,1,0,0000-00-00,,,,
2,8901725116705,MANGALDEEP AGARBATI,MANGALDEEP AGARBATI,45,SET,39,1,0,0000-00-00,,,,
2,8901725104108,MANGALDEEP PUJ,MANGALDEEP PUJ,10,SET,9,1,0,0000-00-00,,,,
2,8901725104009,MANGALDEEP PIKA AGARBATI 3IN 1,MANGALDEEP PIKA AGARBATI 3IN 1,10,PC,9,8,0,0000-00-00,,,,
2,8901725110024,MANGALDEEP AGARBATI,MANGALDEEP AGARBATI,15,KG,13,1,0,0000-00-00,,,,
2,GPL HVN,GOPAL HAVAN SAMAGRI 500G,GOPAL HAVAN SAMAGRI 500G,52,GRM,42,41,0,0000-00-00,,,,
2,DHOOP,GOPAL DARSHAN DHOOP,GOPAL DARSHAN DHOOP,15,PCS,10,7.5,0,0000-00-00,,,,
2,8906005682017,Devdarshan dhoop,Devdarshan dhoop,25,pc,18,15,0,0000-00-00,,,,
2,8902102160144,Maya Jasmine Agarbathi,Maya Jasmine Agarbathi,10,pc,8.5,7.5,0,0000-00-00,,,,
2,8902102160151,Maya Kevra Agarbathi,Maya Kevra Agarbathi,10,pc,9,7.5,0,0000-00-00,,,,
2,8902102160168,Maya Sandal Agarbatti 20g,Maya Sandal Agarbatti 20g,10,pc,8.5,7.5,0,0000-00-00,,,,
2,8902102160212,Maya Rose Agarbathi,Maya Rose Agarbathi,10,pc,8.5,7.5,0,0000-00-00,,,,
2,8902102160205,Maya Milan Agarbati,Maya Milan Agarbati,10,pc,8.5,7.5,0,0000-00-00,,,,
2,8902102160182,MAYA CHAMPA AGARBATTI,MAYA CHAMPA AGARBATTI,10,pc,8.5,7.5,0,0000-00-00,,,,
2,AGARBATI GOPAL DARSHAN,KESAR CHANDAN AGARBATI,KESAR CHANDAN AGARBATI,15,PCS,9,7,0,0000-00-00,,,,
2,8902102160632,MAYA SARVA SUGANDHI,MAYA SARVA SUGANDHI,10,pc,8.5,7.5,0,0000-00-00,,,,
2,8902102160496,MAYA ROSE AGARBATI 15/-,MAYA ROSE AGARBATI 15/-,15,pc,13,7.5,0,0000-00-00,,,,
3,8901012111031,JNSN BABY PDR 200G,JNSN BABY PDR 200G,110,GRM,105,100,0,0000-00-00,,,,
3,8901012113387,JNSN BABY OIL 100ML,JNSN BABY OIL 100ML,100,ML,96.5,90.9,0,0000-00-00,,,,
3,8901012113394,JNSN BABY OIL 200ML,JNSN BABY OIL 200ML,175,ML,169,159.1,0,0000-00-00,,,,
3,4902430436786,PAMPERS ACT. BBY S 22 PC,PAMPERS ACT. BBY S 22 PC,250,PCS,225,1,0,0000-00-00,,,,
3,8901012111291,J&J BABY TALC 30G,J&J BABY TALC 30G,10,GRM,9.5,9.1,0,0000-00-00,,,,
3,8901012113431,J B NTRL MSG OIL 100ML,J B NTRL MSG OIL 100ML,99,ML,90,88.1,0,0000-00-00,,,,
3,8901012114087,J&J BABY MLK CRM 50G,J&J BABY MLK CRM 50G,65,GRM,59,57,0,0000-00-00,,,,
3,4902430472678,H&S ANT DANDRF FR HIM SHMP170ML,H&S ANT DANDRF FR HIM SHMP170ML,135,ML,124,117,0,0000-00-00,,,,
3,4902430505864,PAMPERS S 5PC,PAMPERS S 5PC,50,PCS,46,42.83,0,0000-00-00,,,,
3,4902430505994,PAMPERS XL 5PC,PAMPERS XL 5PC,80,PCS,72,68.54,0,0000-00-00,,,,
3,8901012111505,J&J BABY NTRL MSG OIL TALC 100G,J&J BABY NTRL MSG OIL TALC 100G,46,GRM,42,41,0,0000-00-00,,,,
3,8901012114094,JNSN BABY MILK CRM 100G,JNSN BABY MILK CRM 100G,120,GRM,109,107,0,0000-00-00,,,,
3,8901012115015,JOHNSON BABY LTN 50ML,JOHNSON BABY LTN 50ML,45,ML,43.5,40.9,0,0000-00-00,,,,
3,8901012116111,J&J BABY SHMP 100ML,J&J BABY SHMP 100ML,80,ML,75,72.75,0,0000-00-00,,,,
3,8901012116173,JOHNSON BABY SHMP 60ML,JOHNSON BABY SHMP 60ML,48,ML,43,41,0,0000-00-00,,,,
3,8901012119112,J&J BABY SKIN CRE WIPES 20PC,J&J BABY SKIN CRE WIPES 20PC,59,PCS,53,1,0,0000-00-00,,,,
3,8901012155028,J&J BABY BUDS 30STEM/60SWABS,J&J BABY BUDS 30STEM/60SWABS,30,PCS,28,26.57,0,0000-00-00,,,,
3,8901012119051,J&J BABY NAPPY PADS 10P,J&J BABY NAPPY PADS 10P,65,PCS,59,57.9,0,0000-00-00,,,,
3,8901012118108,Johnsons Baby H Oil 60ML,Johnsons Baby H Oil 60ML,45,GRM,43.5,40.91,0,0000-00-00,,,,
3,8901012111123,JOHNSONS POWDER BLSM 100G,JOHNSONS POWDER BLSM 100G,55,GRM,52,50,0,0000-00-00,,,,
3,8901012114025,JOHNSONS BABY CRM 50G,JOHNSONS BABY CRM 50G,70,GRM,67.5,63.64,0,0000-00-00,,,,
3,8901012115169,JOHNSON BABY MILK LTN 200ML,JOHNSON BABY MILK LTN 200ML,150,ML,145,136.36,0,0000-00-00,,,,
3,8901012113424,JOHNSONS BABY NTRL MSG OIL 50ML,JOHNSONS BABY NTRL MSG OIL 50ML,59,ML,54,52,0,0000-00-00,,,,
3,8901012115145,JOHNSON BABY MILK LTN 50ML,JOHNSON BABY MILK LTN 50ML,50,ML,48.5,45.45,0,0000-00-00,,,,
3,8901012115152,JOHNSON BABY MILK LTN 100ML,JOHNSON BABY MILK LTN 100ML,95,ML,92,86.36,0,0000-00-00,,,,
3,8901012118092,JOHNSON H.O 200 ML,JOHNSON H.O 200 ML,110,ML,106,100,0,0000-00-00,,,,
3,8901012118085,JOHNSON B H O 100ML,JOHNSON B H O 100ML,70,ML,67.5,63.64,0,0000-00-00,,,,
3,222333444,BUDS,BUDS,10,PC,6,5,0,0000-00-00,,,,
3,8901012114070,JOHN MC 30G,JOHN MC 30G,40,ML,36,1,0,0000-00-00,,,,
3,8901088000161,PARACHUIT OIL 200ML,PARACHUIT OIL 200ML,50,ML,46,45.4,0,0000-00-00,,,,
3,8901012155035,JON BABY EAR BUDS,JON BABY EAR BUDS,70,ML,67.5,63.64,0,0000-00-00,,,,
3,4902430436816,PEMP AC B M S 20,PEMP AC B M S 20,280,GRM,252,1,0,0000-00-00,,,,
3,4902430505895,PAMP M G MED 20 P,PAMP M G MED 20 P,220,GRM,198,197.2,0,0000-00-00,,,,
3,4902430436809,PAMP L SIZE 10 PAD,PAMP L SIZE 10 PAD,290,GRM,261,260,0,0000-00-00,,,,
3,GDR,sd,sd,1,TANDA,1,1,0,0000-00-00,,,,
3,8901012191224,JOHNSBABY CARE CLCTN LXY KIT,JOHNSBABY CARE CLCTN LXY KIT,501,PCS,459,455,0,0000-00-00,,,,
3,8901012164815,STAYFREE S C SFT 20 PADS,STAYFREE S C SFT 20 PADS,52,PCS,48,47.1,0,0000-00-00,,,,
3,8901012119099,JOHNS BABY SKN C WIPS 80 WPS,JOHNS BABY SKN C WIPS 80 WPS,190,PCS,171,170,0,0000-00-00,,,,
3,8901058815184,Cerelic Wheat Honey,Cerelic Wheat Honey,162,KG,153,1,0,0000-00-00,,,,
3,CERELAC-WHEAT-ORANGE,CERELAC OR WH,CERELAC OR WH,162,KG,153,1,0,0000-00-00,,,,
3,8901058815481,CELERAC FOREFIETED BABY ML,CELERAC FOREFIETED BABY ML,175,KG,166,1,0,0000-00-00,,,,
3,CERELAC-WHT,CERELAC 300G WHT,CERELAC 300G WHT,138,KG,132,1,0,0000-00-00,,,,
3,8901058815306,CERELAC WHEAT 300G,CERELAC WHEAT 300G,132,GRM,138,1,0,0000-00-00,,,,
3,8901058815207,Ceralic Wheat Otange 300,Ceralic Wheat Otange 300,162,GM,153,1,0,0000-00-00,,,,
3,8901207003868,DABUR LAL TAIL 50ML,DABUR LAL TAIL 50ML,38,GM,35,1,0,0000-00-00,,,,
3,8901012111024,J&B TALC 100G,J&B TALC 100G,60,GRM,58,54.55,0,0000-00-00,,,,
3,8901012115206,J B LTN 500ML,J B LTN 500ML,300,GRM,284,278,0,0000-00-00,,,,
3,8901012182079,C&c Face Wash 50ML,C&c Face Wash 50ML,49,ML,46,44.56,0,0000-00-00,,,,
3,8901012191217,JONSN BABY CARE CLCTN,JONSN BABY CARE CLCTN,301,PC,271,269,0,0000-00-00,,,,
3,8901012113370,J BABY OIL 50ML,J BABY OIL 50ML,50,ML,48.5,45.45,0,0000-00-00,,,,
3,4902430505963,Pmper L 18 pad,Pmper L 18 pad,220,,193,13,0,0000-00-00,,,,
3,8901012111130,JohnSon Baby Powder 200G,JohnSon Baby Powder 200G,110,GRM,106,100,0,0000-00-00,,,,
3,8901012116319,Jonson TOP-TO-TOE,Jonson TOP-TO-TOE,215,GRM,188,1,0,0000-00-00,,,,
3,8901012111055,Jonson Baby Powder,Jonson Baby Powder,240,GRM,220,214,0,0000-00-00,,,,
3,8901012114018,JOHNSON B-CREAM 30G,JOHNSON B-CREAM 30G,45,GRM,43.5,38,0,0000-00-00,,,,
3,4710032503078,Jonson Baby S Care,Jonson Baby S Care,59,GRM,55,1,0,0000-00-00,,,,
3,8901012115039,JOHNSON B.LTN 200ML,JOHNSON B.LTN 200ML,150,ML,145,136.37,0,0000-00-00,,,,
3,8901012111048,JOHNSON B PWDR 400G,JOHNSON B PWDR 400G,180,GM,175,163.63,0,0000-00-00,,,,
3,8901012191125,JNSN BC COLL.,JNSN BC COLL.,351,ml,300,1,0,0000-00-00,,,,
3,8904009614591,HUG 13 PACK,HUG 13 PACK,24,KG,22,1,0,0000-00-00,,,,
3,8901012115022,JOHNSON B.LTN 100ML,JOHNSON B.LTN 100ML,85,ML,82,77.28,0,0000-00-00,,,,
3,8904009614638,HUGGIES DRY L 5 DIP,HUGGIES DRY L 5 DIP,60,PC,55,53.9,0,0000-00-00,,,,
3,8901012119105,JNSON WIPES,JNSON WIPES,35,PC,32,30,0,0000-00-00,,,,
3,4902430152358,Pamper M G XL 5 Pads,Pamper M G XL 5 Pads,70,GM,67,66.1,0,0000-00-00,,,,
3,8901012186015,CLEAN & CLR BLK SCRUB 40G,CLEAN & CLR BLK SCRUB 40G,55,GRM,51,49.6,0,0000-00-00,,,,
3,8901058142389,CEWRALAC WHEAT RICE MIX,CEWRALAC WHEAT RICE MIX,167,GR,159,1,0,0000-00-00,,,,
3,8901058139655,CERALAC WHEAT RICE MANGO,CERALAC WHEAT RICE MANGO,175,ML,166,1,0,0000-00-00,,,,
3,8901058140613,CEREALAC RICE VEG,CEREALAC RICE VEG,166,PCS,158,1,0,0000-00-00,,,,
3,8901058140651,CERALAC WHEAT APPPLE,CERALAC WHEAT APPPLE,154,ML,146,1,0,0000-00-00,,,,
3,8901542010736,COMPLAIN MEM CHG 200G,COMPLAIN MEM CHG 200G,136,PC.,126,1,0,0000-00-00,,,,
3,8901012132050,LISTRIN MOUTHWASH 250ML,LISTRIN MOUTHWASH 250ML,99,PC.,94,90,0,0000-00-00,,,,
3,8904009614195,HUGGIES DIAPERS L 5,HUGGIES DIAPERS L 5,59,KG,54,53.2,0,0000-00-00,,,,
3,8904009614607,HUGGIES DRRY,HUGGIES DRRY,25,KG,23,21.92,0,0000-00-00,,,,
3,8901012191194,JONSON B C COLLKIT,JONSON B C COLLKIT,121,GRM,109,107,0,0000-00-00,,,,
3,8904009613389,Kotex Soft&Smth 8 Cotty Pas,Kotex Soft&Smth 8 Cotty Pas,22,PCS,19,18.7,0,0000-00-00,,,,
3,8901012113400,JOHNSON BABY OIL 500ML,JOHNSON BABY OIL 500ML,360,ML,349,327.27,0,0000-00-00,,,,
3,4902430543286,Pampers M5,Pampers M5,62,pc,56,53.1,0,0000-00-00,,,,
3,4902430523691,Pampers M20,Pampers M20,230,pc,212,206,0,0000-00-00,,,,
3,8901012114032,Johnsons Baby Cream 100gm,Johnsons Baby Cream 100gm,125,ml,120,113.65,0,0000-00-00,,,,
3,4902430523684,Pampers M 10,Pampers M 10,118,pc,108,101.07,0,0000-00-00,,,,
3,8901012111567,Johnson Baby Powdr 100g,Johnson Baby Powdr 100g,50,ML,47,45.47,0,0000-00-00,,,,
3,8901012182154,Clean & Clear Facial Wash,Clean & Clear Facial Wash,90,ML,85,81.83,0,0000-00-00,,,,
3,8901012194072,CLEAN & CLEAR FACE WASH,CLEAN & CLEAR FACE WASH,90,ML,85,81.82,0,0000-00-00,,,,
3,CLEAN & CLEAR,CLEAN & CLEAR FAIRNESS CREAM,CLEAN & CLEAR FAIRNESS CREAM,10,ML,9,7.5,0,0000-00-00,,,,
3,8901012116340,JHONSON BABY SHP100 ML,JHONSON BABY SHP100 ML,85,GRM,82,77.28,0,0000-00-00,,,,
3,8901012111635,JHONSON BABY POWDER PACK,JHONSON BABY POWDER PACK,50,GRM,47,45.46,0,0000-00-00,,,,
3,8901012114193,JOHNSON BABY CREAM 100GM,JOHNSON BABY CREAM 100GM,135,GRM,130,120.28,0,0000-00-00,,,,
3,8901012116357,JOHNSON B-SHMPO 200ML,JOHNSON B-SHMPO 200ML,165,GRM,160,150,0,0000-00-00,,,,
3,8901012114179,JOHNSON BABY CREAM 30GM,JOHNSON BABY CREAM 30GM,50,GRM,48.5,45.45,0,0000-00-00,,,,
3,8901012116333,JOHNSON B SHMP 60ML,JOHNSON B SHMP 60ML,55,ML,53,50,0,0000-00-00,,,,
3,8904117400307,Tulips Cotten Buds,Tulips Cotten Buds,25,PC,15,10,0,0000-00-00,,,,
3,8901012112519,JOHNSON BABY SOAP 25GM,JOHNSON BABY SOAP 25GM,15,ML,14,13.5,0,0000-00-00,,,,
4,8901691001241,EVEREADY BATTERY CELL AA,EVEREADY BATTERY CELL AA,7.5,PCS,6.5,6,0,0000-00-00,,,,
4,8901559000355,NIPPO BETTRYS 1PC,NIPPO BETTRYS 1PC,11,PCS,10,1,0,0000-00-00,,,,
4,8901691009445,EVEREADY XTRA PWR,EVEREADY XTRA PWR,15,PCS,13,1,0,0000-00-00,,,,
4,8901559000256,NIPPO PWR HYPR,NIPPO PWR HYPR,16,PCS,13,1,0,0000-00-00,,,,
4,EVEREADY,EVEREADY PENCIL ULT CELL,EVEREADY PENCIL ULT CELL,10,PC,8,7.25,0,0000-00-00,,,,
4,8901559000553,NIPPO-BTRY,NIPPO-BTRY,12,KG,10,1,0,0000-00-00,,,,
4,4902430578738,Gillette 365 New Blade,Gillette 365 New Blade,13,PCS,11,9.39,0,0000-00-00,,,,
4,8901691010526,EVEREADY PENCIL CELL AAA,EVEREADY PENCIL CELL AAA,11,PC.,9,7.5,0,0000-00-00,,,,
4,8901691009353,EVERYDAY REMOTE CELL,EVERYDAY REMOTE CELL,11,PC.,9,7.25,0,0000-00-00,,,,
4,4902430585149,GILLET GUARD RAZOR,GILLET GUARD RAZOR,20,PCS,18,15.48,0,0000-00-00,,,,
5,871265502048,HR PANCHRATAN 200G,HR PANCHRATAN 200G,69,GRM,62,61,0,0000-00-00,,,,
5,8904063200013,HR ALU BHUJIA 200G,HR ALU BHUJIA 200G,44,GRM,41,36.42,0,0000-00-00,,,,
5,8904063200020,HR ALL IN ONE 200G,HR ALL IN ONE 200G,44,GRM,40,39,0,0000-00-00,,,,
5,8904063200051,HR BHUJIA 200G,HR BHUJIA 200G,42,GRM,39,34.77,0,0000-00-00,,,,
5,8904063200136,HR MOONG DAL 200G,HR MOONG DAL 200G,49,GRM,45,40.56,0,0000-00-00,,,,
5,8904063200167,HR Kaju Mixture 200G,HR Kaju Mixture 200G,66,GRM,61,55.74,0,0000-00-00,,,,
5,8904063200174,HR KASHMIRI MIXTURE 200G,HR KASHMIRI MIXTURE 200G,61,GRM,58,51.52,0,0000-00-00,,,,
5,8904063200204,HR NAVRATTAN 200G,HR NAVRATTAN 200G,40,GRM,37,33.11,0,0000-00-00,,,,
5,8904063200464,HR BOONDI 200G,HR BOONDI 200G,42,GRM,39,34.77,0,0000-00-00,,,,
5,8904063200679,HR NIMBU MASALA 200G,HR NIMBU MASALA 200G,42,GRM,39,34.77,0,0000-00-00,,,,
5,8904063200181,HR KHATA MITHA 200G,HR KHATA MITHA 200G,40,GRM,37,33.11,0,0000-00-00,,,,
5,8901414015500,BIKANO S M 95G,BIKANO S M 95G,20,GRM,18,16.2,0,0000-00-00,,,,
5,8901414004498,BIKANO K M 110G,BIKANO K M 110G,20,GRM,18,16.2,0,0000-00-00,,,,
5,8901414004467,BIKANO BIKNRI BHUJIA 110G,BIKANO BIKNRI BHUJIA 110G,20,GRM,18,16.2,0,0000-00-00,,,,
5,8901414004474,BIKANO NV MIX 110G,BIKANO NV MIX 110G,20,GRM,18,16.2,0,0000-00-00,,,,
5,8901414004450,BIKANO ALOO BHJ 110,BIKANO ALOO BHJ 110,20,GRM,18,16.16,0,0000-00-00,,,,
5,8904038103875,BABAJI MMBA MIX 200G,BABAJI MMBA MIX 200G,39,GRM,34,1,0,0000-00-00,,,,
5,8904038109679,BABA BKNRI BHJIA 400G,BABA BKNRI BHJIA 400G,74,GRM,65,1,0,0000-00-00,,,,
5,8904038109532,BABA JI SHI PNCH RTN 200G,BABA JI SHI PNCH RTN 200G,76,GRM,67,1,0,0000-00-00,,,,
5,8901414010482,BIKANO K M 250G,BIKANO K M 250G,35,GRM,31,1,0,0000-00-00,,,,
5,8904038102021,BABA ALOO BHUJIA 110G,BABA ALOO BHUJIA 110G,25,GRM,22,1,0,0000-00-00,,,,
5,8901414016002,BIKANO K M PZA FUN 22,BIKANO K M PZA FUN 22,5,GRM,4,1,0,0000-00-00,,,,
5,8901414000094,BIKANO BADAM LACCHA 200G,BIKANO BADAM LACCHA 200G,69,GRM,59,1,0,0000-00-00,,,,
5,871265502772,HALDIRAM KACHORI 200G,HALDIRAM KACHORI 200G,40,GRM,36,1,0,0000-00-00,,,,
5,8904063200211,HR SHAHI MIX. 200G,HR SHAHI MIX. 200G,86,GRM,82,72.63,0,0000-00-00,,,,
5,871265502390,haldi ram pbi trka 200G,haldi ram pbi trka 200G,44,GRM,40,1,0,0000-00-00,,,,
5,871265505087,H RAM SAMOSA 200G,H RAM SAMOSA 200G,42,GRM,38,1,0,0000-00-00,,,,
5,8904063200662,HALDI R MATRI 200G,HALDI R MATRI 200G,42,GRM,38,1,0,0000-00-00,,,,
5,871265502338,HALDI RAM PENTS 200G,HALDI RAM PENTS 200G,40,GRM,36,1,0,0000-00-00,,,,
5,8904063200563,HALDI RAM CHANA CRKR 200 G,HALDI RAM CHANA CRKR 200 G,44,GRM,42,37,0,0000-00-00,,,,
5,871265502192,HALDIRAM NUT CRKR 200G,HALDIRAM NUT CRKR 200G,40,GRM,36,1,0,0000-00-00,,,,
5,8904063200341,HALDIRAM BEL PURI 200G,HALDIRAM BEL PURI 200G,38,GRM,34,32.3,0,0000-00-00,,,,
5,8901414002555,Bikano Boondi 120G,Bikano Boondi 120G,20,PC,18,16.65,0,0000-00-00,,,,
5,8904063200440,HR PUNJABI TRKA 200G,HR PUNJABI TRKA 200G,48,GRM,44,39.74,0,0000-00-00,,,,
5,8904063200068,HR PLain Bhujia 200G,HR PLain Bhujia 200G,42,GRM,37,35.4,0,0000-00-00,,,,
5,8901414000124,BIKANO BIKANERI BHUJIA 200G,BIKANO BIKANERI BHUJIA 200G,40,GRM,36,34,0,0000-00-00,,,,
5,8901414000605,BIKANO PAPAD PUNJABI 200G,BIKANO PAPAD PUNJABI 200G,35,GRM,31,28.9,0,0000-00-00,,,,
5,8904063253576,HR Channa Cracker 200g,HR Channa Cracker 200g,44,GM,41,36.43,0,0000-00-00,,,,
5,8901414000025,BIKANO ALO BHU,BIKANO ALO BHU,40,GM,35,1,0,0000-00-00,,,,
5,8901414000278,BIKANO KHATTA MEETHA 200G,BIKANO KHATTA MEETHA 200G,38,GRM,33,1,0,0000-00-00,,,,
5,8901414000414,BIKANO NAV. MIX. 200G,BIKANO NAV. MIX. 200G,38,GRM,33,31,0,0000-00-00,,,,
5,8901491103046,kurkare green chutney,kurkare green chutney,10,50g,9,1,0,0000-00-00,,,,
5,8901491365949,kurkure rajstani,kurkure rajstani,10,48g,9,1,0,0000-00-00,,,,
5,8901725192228,bingo spicy masala,bingo spicy masala,10,26g,9,1,0,0000-00-00,,,,
5,8901491204255,LEHAR kHATTA MEETHA 45G,LEHAR kHATTA MEETHA 45G,10,GRM,9,7.17,0,0000-00-00,,,,
5,8901491203159,LEHAR KHATTA MEETHA 170G,LEHAR KHATTA MEETHA 170G,40,GRM,37,31.13,0,0000-00-00,,,,
5,8901491204095,LEHAR SHAHI MIX 40G,LEHAR SHAHI MIX 40G,10,GRM,9,7.17,0,0000-00-00,,,,
5,8901491203081,LEHAR BIKANERI BHUJIA 170G1,LEHAR BIKANERI BHUJIA 170G1,30,GRM,27,23.33,0,0000-00-00,,,,
